4017;23278;247609;3;TAK;TAK;TAK;12.06.2017
4088;29212;112279;3;TAK;NIE;NIE;12.06.2017
4244;11654;105664;3;TAK;NIE;TAK;12.06.2017
4311;20140;176081;3;TAK;TAK;NIE;12.06.2017
4429;27688;54936;3;TAK;TAK;TAK;12.06.2017
4469;2665;240894;3;TAK;TAK;NIE;12.06.2017
4644;16117;91050;3;TAK;NIE;TAK;12.06.2017
4902;26913;85042;3;NIE;NIE;NIE;12.06.2017
5117;6032;207177;3;TAK;TAK;TAK;12.06.2017
5172;17370;197633;3;NIE;NIE;NIE;12.06.2017
5365;9299;113591;3;NIE;TAK;TAK;12.06.2017
5800;9463;76024;3;NIE;NIE;NIE;12.06.2017
5890;5866;249586;3;TAK;NIE;TAK;12.06.2017
5895;18627;53394;3;NIE;TAK;NIE;12.06.2017
5926;20767;202856;3;NIE;NIE;TAK;12.06.2017
6000;15508;126807;3;NIE;NIE;NIE;12.06.2017
6090;25758;61272;3;TAK;NIE;TAK;12.06.2017
6109;28088;143410;3;TAK;TAK;NIE;12.06.2017
6130;24090;217638;3;TAK;NIE;TAK;12.06.2017
6232;10103;116122;3;NIE;NIE;NIE;12.06.2017
6800;19853;138275;3;NIE;NIE;TAK;12.06.2017
6959;14320;86531;3;TAK;TAK;NIE;12.06.2017
7023;12995;65420;3;NIE;TAK;TAK;12.06.2017
7164;13307;140952;3;NIE;NIE;NIE;12.06.2017
7359;29070;152006;3;TAK;TAK;TAK;12.06.2017
7425;21965;109780;3;NIE;TAK;NIE;12.06.2017
7571;26835;204070;3;NIE;TAK;TAK;12.06.2017
7813;27561;218920;3;NIE;TAK;NIE;12.06.2017
8157;3880;137354;3;NIE;TAK;TAK;12.06.2017
8517;4324;242981;3;TAK;TAK;NIE;12.06.2017
8818;7851;128716;3;NIE;NIE;TAK;12.06.2017
8828;21137;82108;3;NIE;NIE;NIE;12.06.2017
8942;1176;151628;3;NIE;NIE;TAK;12.06.2017
8946;706;230247;3;NIE;NIE;NIE;12.06.2017
9030;25436;143350;3;TAK;NIE;TAK;12.06.2017
9106;13475;170839;3;NIE;NIE;NIE;12.06.2017
9131;29577;97613;3;NIE;TAK;TAK;12.06.2017
9287;11715;213692;3;NIE;TAK;NIE;12.06.2017
9433;19827;143860;3;NIE;TAK;TAK;12.06.2017
9435;21408;76664;3;TAK;TAK;NIE;12.06.2017
9730;3042;127411;3;NIE;NIE;TAK;12.06.2017
9754;16302;92980;3;NIE;NIE;NIE;12.06.2017
9791;3154;216230;3;NIE;TAK;TAK;12.06.2017
9819;3322;226325;3;NIE;TAK;NIE;12.06.2017
9883;2048;247394;3;NIE;TAK;TAK;12.06.2017
9905;25864;172926;3;TAK;TAK;NIE;12.06.2017
9933;19288;164492;3;TAK;TAK;TAK;12.06.2017
10300;5228;148420;3;TAK;NIE;NIE;12.06.2017
10552;28189;134760;3;NIE;NIE;TAK;12.06.2017
10591;29996;57359;3;TAK;TAK;NIE;12.06.2017
10679;28818;175581;3;TAK;TAK;TAK;12.06.2017
10983;949;215808;3;TAK;TAK;NIE;12.06.2017
11097;13214;234928;3;TAK;TAK;TAK;12.06.2017
11168;17839;185380;3;NIE;NIE;NIE;12.06.2017
11314;3065;231186;3;TAK;NIE;TAK;12.06.2017
11363;29454;244532;3;TAK;TAK;NIE;12.06.2017
11491;10101;245773;3;NIE;TAK;TAK;12.06.2017
11598;3657;95875;3;TAK;NIE;NIE;12.06.2017
11794;7398;221685;3;TAK;NIE;TAK;12.06.2017
11816;15082;236973;3;TAK;NIE;NIE;12.06.2017
11826;961;127849;3;TAK;NIE;TAK;12.06.2017
11859;3135;176598;3;TAK;TAK;NIE;12.06.2017
11941;25681;155962;3;NIE;TAK;TAK;12.06.2017
12079;7165;98929;3;NIE;TAK;NIE;12.06.2017
12274;11985;203286;3;NIE;NIE;TAK;12.06.2017
12598;29727;55467;3;NIE;NIE;NIE;12.06.2017
12745;16224;75651;3;NIE;TAK;TAK;12.06.2017
12832;21696;150793;3;TAK;NIE;NIE;12.06.2017
12894;26282;247071;3;TAK;NIE;TAK;12.06.2017
12902;17216;96108;3;NIE;NIE;NIE;12.06.2017
12997;16831;236928;3;TAK;TAK;TAK;12.06.2017
13017;7778;183043;3;TAK;TAK;NIE;12.06.2017
13046;7689;72665;3;NIE;NIE;TAK;12.06.2017
13081;26937;77661;3;NIE;TAK;NIE;12.06.2017
13373;1903;185694;3;TAK;TAK;TAK;12.06.2017
13525;23425;193239;3;NIE;TAK;NIE;12.06.2017
13657;19705;68917;3;NIE;TAK;TAK;12.06.2017
13676;22221;142560;3;NIE;NIE;NIE;12.06.2017
13715;28965;143589;3;NIE;TAK;TAK;12.06.2017
14166;11571;219507;3;NIE;NIE;NIE;12.06.2017
14258;346;106634;3;NIE;NIE;TAK;12.06.2017
14321;4582;168093;3;TAK;TAK;NIE;12.06.2017
14341;28962;136237;3;TAK;TAK;TAK;12.06.2017
14377;27793;202685;3;NIE;TAK;NIE;12.06.2017
14429;5422;244190;3;TAK;TAK;TAK;12.06.2017
14521;11416;199444;3;TAK;TAK;NIE;12.06.2017
14658;13053;179115;3;NIE;NIE;TAK;12.06.2017
14745;6670;61159;3;TAK;TAK;NIE;12.06.2017
14766;2956;207949;3;NIE;NIE;TAK;12.06.2017
14915;10405;159762;3;NIE;TAK;NIE;12.06.2017
15250;9051;236830;3;NIE;NIE;TAK;12.06.2017
15328;9805;88993;3;NIE;NIE;NIE;12.06.2017
15458;26486;114923;3;TAK;NIE;TAK;12.06.2017
15476;4337;70976;3;NIE;NIE;NIE;12.06.2017
15908;27404;155716;3;TAK;NIE;TAK;12.06.2017
15930;8586;81043;3;TAK;NIE;NIE;12.06.2017
16009;2985;180295;3;TAK;TAK;TAK;12.06.2017
16156;23322;154416;3;TAK;NIE;NIE;12.06.2017
16243;19256;186208;3;TAK;TAK;TAK;12.06.2017
16307;4194;235897;3;TAK;TAK;NIE;12.06.2017
16424;23813;223649;3;NIE;NIE;TAK;12.06.2017
16595;9624;59774;3;TAK;TAK;NIE;12.06.2017
16661;7585;249388;3;NIE;TAK;TAK;12.06.2017
16720;13606;96603;3;TAK;NIE;NIE;12.06.2017
17537;8093;108946;3;NIE;TAK;TAK;12.06.2017
17592;5200;192814;3;TAK;NIE;NIE;12.06.2017
17603;18930;220181;3;TAK;TAK;TAK;12.06.2017
17754;8818;161243;3;TAK;NIE;NIE;12.06.2017
17849;14522;146294;3;TAK;TAK;TAK;12.06.2017
17958;20628;222185;3;TAK;NIE;NIE;12.06.2017
17986;805;146954;3;TAK;NIE;TAK;12.06.2017
18078;29896;193501;3;TAK;NIE;NIE;12.06.2017
18090;26112;76823;3;TAK;NIE;TAK;12.06.2017
18133;3383;235674;3;TAK;TAK;NIE;12.06.2017
18216;14257;169020;3;NIE;NIE;TAK;12.06.2017
18462;1802;83721;3;NIE;NIE;NIE;12.06.2017
18624;28931;102919;3;NIE;NIE;TAK;12.06.2017
18749;7922;221868;3;TAK;TAK;NIE;12.06.2017
18775;20422;63867;3;TAK;TAK;TAK;12.06.2017
18917;6025;169005;3;NIE;TAK;NIE;12.06.2017
19027;20900;109424;3;TAK;TAK;TAK;12.06.2017
19045;23589;182168;3;NIE;TAK;NIE;12.06.2017
19182;18900;83773;3;TAK;NIE;TAK;12.06.2017
19327;26539;59641;3;NIE;TAK;NIE;12.06.2017
19504;24073;110157;3;NIE;NIE;TAK;12.06.2017
19602;17033;103457;3;TAK;NIE;NIE;12.06.2017
19645;2235;133732;3;TAK;TAK;TAK;12.06.2017
20713;29824;87808;3;TAK;TAK;NIE;12.06.2017
20753;5158;163573;3;TAK;TAK;TAK;12.06.2017
20826;28724;166213;3;TAK;NIE;NIE;12.06.2017
21024;16722;181741;3;NIE;NIE;TAK;12.06.2017
21096;6137;203121;3;NIE;NIE;NIE;12.06.2017
21117;2810;220567;3;NIE;TAK;TAK;12.06.2017
21279;5609;55127;3;NIE;TAK;NIE;12.06.2017
21379;15444;144668;3;NIE;TAK;TAK;12.06.2017
21641;10211;84606;3;NIE;TAK;NIE;12.06.2017
21754;23668;63515;3;TAK;NIE;TAK;12.06.2017
21811;550;166362;3;NIE;TAK;NIE;12.06.2017
21878;24735;62503;3;NIE;NIE;TAK;12.06.2017
22041;11418;103033;3;TAK;TAK;NIE;12.06.2017
22080;29370;236247;3;TAK;NIE;TAK;12.06.2017
22135;18895;197876;3;NIE;TAK;NIE;12.06.2017
22218;20463;92049;3;NIE;NIE;TAK;12.06.2017
22281;28082;52124;3;TAK;TAK;NIE;12.06.2017
22440;8722;187530;3;TAK;NIE;TAK;12.06.2017
22670;9279;234523;3;NIE;NIE;NIE;12.06.2017
22677;7574;207286;3;TAK;TAK;TAK;12.06.2017
22720;20544;114884;3;TAK;NIE;NIE;12.06.2017
22978;11570;200195;3;TAK;NIE;TAK;12.06.2017
23062;9647;50814;3;NIE;NIE;NIE;12.06.2017
23064;18220;217264;3;TAK;NIE;TAK;12.06.2017
23110;12316;106695;3;TAK;NIE;NIE;12.06.2017
23164;27838;82880;3;TAK;NIE;TAK;12.06.2017
23327;15336;108119;3;NIE;TAK;NIE;12.06.2017
23347;1352;185881;3;NIE;TAK;TAK;12.06.2017
23881;19454;127476;3;TAK;TAK;NIE;12.06.2017
24024;29745;71475;3;NIE;NIE;TAK;12.06.2017
24093;8866;130232;3;TAK;TAK;NIE;12.06.2017
24107;5582;142577;3;TAK;TAK;TAK;12.06.2017
24169;22127;201713;3;NIE;TAK;NIE;12.06.2017
24336;23630;67110;3;TAK;NIE;TAK;12.06.2017
24344;407;51321;3;TAK;NIE;NIE;12.06.2017
24402;4068;93449;3;TAK;NIE;TAK;12.06.2017
24668;9366;141153;3;TAK;NIE;NIE;12.06.2017
24716;17489;80819;3;TAK;NIE;TAK;12.06.2017
24736;16942;80233;3;NIE;NIE;NIE;12.06.2017
25007;16761;129656;3;TAK;TAK;TAK;12.06.2017
25026;8169;98048;3;NIE;NIE;NIE;12.06.2017
25216;6932;163614;3;TAK;NIE;TAK;12.06.2017
25504;14989;130332;3;NIE;NIE;NIE;12.06.2017
25566;11413;182049;3;NIE;NIE;TAK;12.06.2017
26079;29344;223859;3;TAK;TAK;NIE;12.06.2017
26144;25446;169530;3;TAK;NIE;TAK;12.06.2017
26145;8854;135335;3;TAK;TAK;NIE;12.06.2017
26413;17893;105902;3;NIE;TAK;TAK;12.06.2017
26422;896;168029;3;NIE;NIE;NIE;12.06.2017
26516;21460;153318;3;TAK;NIE;TAK;12.06.2017
26637;18893;112770;3;NIE;TAK;NIE;12.06.2017
26807;2097;180853;3;TAK;TAK;TAK;12.06.2017
26937;5371;135025;3;NIE;TAK;NIE;12.06.2017
27072;11155;163844;3;NIE;NIE;TAK;12.06.2017
27077;24436;154020;3;TAK;TAK;NIE;12.06.2017
27088;212;78013;3;NIE;NIE;TAK;12.06.2017
27143;28509;66213;3;NIE;TAK;NIE;12.06.2017
27616;25910;78569;3;TAK;NIE;TAK;12.06.2017
27623;13278;156958;3;TAK;TAK;NIE;12.06.2017
27789;27169;114736;3;NIE;TAK;TAK;12.06.2017
27793;17185;200758;3;TAK;TAK;NIE;12.06.2017
27800;22992;152957;3;TAK;NIE;TAK;12.06.2017
27812;12574;141503;3;TAK;NIE;NIE;12.06.2017
