28656;72;DZL NUEA8
14441;73;NGI EJAEW
7667;74;PSE E9BTG
14871;74;TSK 02NLF
10125;75;DGR T5GOD
17089;75;NEB 0GO93
23030;75;TJE T5HOB
14960;76;DBA 1U7JF
19426;76;POZ JUW2J
15024;77;NOS CTBH8
18068;77;NLI 88D1D
9928;78;PKO WNKG5
13610;78;TSZ 2SEH9
29735;78;DST 08M2E
1082;79;NGI CMJI0
7995;79;NDZ O469B
14301;79;DMI RKJ50
16458;79;POZ LTECD
29496;79;DSR ESDIM
1986;80;DOL KP6SL
26976;80;PNT B5I7R
533;81;DW WKCIW
7216;81;DLW JDUT2
10128;81;PKE 7H5D4
5962;82;POZ BK76D
12193;82;PCH 1SDUS
17872;82;TSZ IW126
25194;83;DST JTF1I
8293;84;PKO J620J
17775;84;NWE ATNRG
5580;85;PSR 2G21E
22549;85;POT PN0LM
26389;85;NEL WJ3O3
28292;85;NOL BB3RH
52;86;TLW KC92L
4231;86;DKA LIRTJ
7564;86;TOP AJLFW
15803;86;PMI UELNU
18501;86;DSW 8PPTN
26337;86;PNT R4T5N
24004;87;POS K3FG8
10025;88;PJA 1DNBO
15815;88;DMI K0IMT
24490;88;PCH K61UF
15420;89;TJE 4M5OE
20869;89;NGO OKS2T
27584;89;NNI 8MKA2
5780;90;TLW KMRLD
12535;90;DLW AI5M6
29338;90;DLW 7BKL9
3418;91;POT R6SU2
18403;91;PKR SOUAG
19047;91;PGN TK6H9
19007;92;POB A5B23
24747;92;DOA CPEUR
28473;92;NLI SF7AH
2630;93;PKL 2JC5S
6110;93;PGO I5IOA
13283;93;PKA 7783H
13712;93;PKL INDDF
15212;93;TST 0EJ1U
27389;93;PKA M840N
1600;94;NO 58PR8
1669;94;DJA RSL0C
16585;94;PKL 3TCGP
18105;94;TKN O2P0L
22881;94;DKA 8I4HO
24663;94;DBA 6R8EP
19674;95;DMI F80GJ
22094;95;DSR OBBWG
26317;95;DGR COELR
8305;96;TSK F34JL
19243;96;NOL LP68A
1423;97;PGN 9SMB7
4822;97;DJA RWT7L
6573;97;NNI HNBMF
27717;97;DWL HRB8C
9419;98;NNI 9KBU8
4432;99;PL L1SAB
5733;99;NNM SI4JM
6715;99;NOL MC49A
16886;99;POS 8WGCI
22323;99;POT IBCN9
88;100;NBR D2BHM
12314;100;DKA NF7IW
14420;100;DL 3FIC9
21200;100;DBL F2M32
29419;100;POS 3R8JH
6607;101;POB S7H97
22676;101;PSE LU34N
23992;101;PCT 1KD1B
3799;102;PJA U2S6U
9915;102;NGO FWWS0
17503;102;NMR HJAJS
8968;103;NGO HRR3L
11733;103;DSW 1AAME
4098;104;NOE AR37J
8002;104;PP 21SCI
17344;104;DLW E2ET5
28305;104;DST U8BW3
1892;105;NBA 48RH2
4831;105;NO B17FB
11303;105;TSK SDLUT
17242;105;NNI SW65M
21135;105;DJA T0LBW
17558;106;PGS DKONE
20903;106;DPL JOOEP
8356;107;DZA SURN1
12128;107;NGO EP7W4
27233;108;NGI 7DRG5
29550;108;DPL GLAII
5391;109;PP L47RS
5608;109;PKA 29HDC
8871;109;DL 10P4L
19909;109;PPL 1KMN4
20615;109;DSR 9OMSU
22523;109;TOS OA6EC
25296;109;PKA 8S4TE
28113;109;PMI 3D315
3186;110;DZA 1HEK9
8065;110;POB OC09P
9122;110;PKS 25WIL
12774;110;DPL R5H4J
20353;110;POB 6FOMM
2128;111;TSA G45UW
6636;112;TOP 6L1NG
11646;112;PKS WPPW7
18212;112;NMR K21F0
12844;113;NBA WTJLP
16938;113;NEL SP8FC
22172;113;TJE SFH00
24236;113;NMR P6PO5
29249;113;PKA 0OKM7
29944;113;POZ DAH5F
15025;114;NMR NIJNE
29130;114;PGN 41SM8
29327;114;TBU E0EEF
20472;115;NLI UI566
24622;115;DKL I0RD2
4317;116;DB B07K0
13667;116;TOS RJ5U0
22465;116;PSL NERDW
3419;117;PKR KBB8I
10740;117;POS 5N1GU
13542;117;NOL 1BR4G
18460;117;DLE L2D6J
20660;117;NNM EKWUP
10811;118;PKE BTKG0
18041;118;NEB O8G9H
26908;118;NOE O19C0
5016;119;PP TW3JU
13985;119;NWE KGED1
26810;119;NKE 25R5P
9971;120;TKI 8WLP3
16552;120;NEL A9S1G
20399;120;DPL M02C5
5084;121;NOE 8CK8R
14703;121;DBA H9IJL
11105;122;PKO KLNIN
12637;122;TPI 9KEEL
13202;122;PJA OS6EM
14866;122;POZ FIAJD
21637;122;NEB 8804F
27362;122;DSR RWLF4
29011;122;DSR ME0PB
8971;123;DOL 6OJ96
23838;123;DWL 2J7CF
28539;123;PPL 2G732
7210;124;NEB GBTC8
9890;124;TOS T17OA
13698;124;PSE HE9KT
14942;124;TOP P20TA
21859;124;DWR H7L9L
27224;124;PJA 9PD15
11298;125;PL 2KTT2
25425;125;DBA AWCGR
27293;125;PSZ 6MMJG
12708;126;NBR ME7J4
17420;126;TSA 6507M
19425;126;PGS GFK1C
3385;127;DTR 1EEL3
10097;127;PGO P97W3
11875;127;POT 019MF
22157;127;PCH CE3D1
12068;128;PJA W1B9S
13046;128;DBA WU4BH
20298;128;DJE 1S5P6
22404;128;DWR SRG40
29133;128;TKI 2EWBR
5955;129;NLI N709T
20190;129;NNI PLPUO
19701;130;NEL 8ETL9
6577;131;TLW K5221
15945;132;PPL JWN4S
7172;133;DOA MD739
11993;133;TOS S1673
18847;133;NDZ 4MNI2
19737;133;DWL TWE0C
23008;133;TSA 507TP
27459;133;DZL 3DFSN
11204;134;TKN AR2FS
19287;134;DWL FNWTA
17862;135;TPI 70I1H
14544;136;NGO L3I9O
17366;136;NPI 0M4G9
18419;136;PKA 6IUCH
20466;136;PKR UDDBS
22246;136;NOL 7NFE3
4291;137;NOS 9T3U7
18461;137;DOA P5H4B
18739;138;DGL FWS7U
3881;141;TKA WIS6N
25392;142;PL R9G29
215;143;DBL O6237
6734;143;TJE F4BTM
7495;143;DB 176CM
9176;143;DTR 4FNL0
10237;143;PLE JISFS
21189;143;NEB L7SGA
28352;143;PPL TJ5KN
1865;144;DLE MNLHG
4114;145;NSZ S46UD
17196;145;PCT 0R381
4122;146;NDZ MPFR0
22758;146;NPI K2S21
6805;147;PKE IM5PJ
20329;147;TJE FA6LA
8377;148;PKS 2N083
20646;148;DWR MCHEO
26831;148;PO JIKEU
26891;148;NOE 30866
1267;149;DZG EONR2
14677;149;NMR MO1HI
14776;149;DOL SRF5R
7248;150;PSE KBBI6
8733;150;PKL WJA8H
23805;150;PGO 0F3O0
24354;150;DLW T3PF3
24903;150;TSA OL57E
27324;150;DWL IOHWL
27985;150;NSZ WTI0G
21993;152;PLE 5LKO5
11902;153;PP HG3HO
17982;153;POT JHLDP
5311;154;DTR NGCU6
24128;154;DTR A9PUW
18650;155;NIL S9SL5
2245;156;DMI B62E3
12367;156;NIL MAUBD
22100;156;NBR LTDJ5
16690;157;DBL AT0EP
17476;157;PRA H8RW2
19987;157;NBA C2SI3
13078;158;PKN 87MM9
18618;158;DB SL75B
1300;159;DOL HL6WW
4336;159;TST CF6G8
20984;159;DGR 60B3M
7089;160;TPI WOUSM
1924;161;PSE 48HPH
15148;161;TSA NBL83
4104;163;NSZ E6PK7
4728;163;PCH KW8L5
677;164;PPL WN6KW
6603;164;DLE 2JG7M
15525;164;NOE JTLGF
17943;164;NEL W6N1S
9110;165;PKS 8BJAF
26227;165;PGO H449L
7566;166;DL GUOI4
18384;166;PGN 1LNF0
24835;166;NEB JA8A5
1162;167;NO RN7WS
1458;167;DWR S7C22
11584;167;DSR 7AM05
12142;167;PO POH3F
24741;167;DOA 3AKI0
24303;168;NLI K1M8E
25613;168;PKA AMGIP
9162;169;NEB N97K9
16963;169;PP 2RS4J
27583;169;PPL 8T7EB
8640;170;DTR 5SC8S
14292;170;DST DW6ND
17229;170;PGN O9TS1
26042;170;PSL 5ID03
9443;171;PGN I1UWF
26723;171;DJA LCD9B
378;172;TSK W3MTD
509;172;PKO 523TF
2258;172;DWR 3K6RR
17176;172;DGR SF8N1
22380;173;PCT AGDR8
29989;173;DZG POIJ2
16609;174;NBR 979MW
23827;174;DLU OTU36
5329;175;NEL IMDO4
5414;175;DPL OG68B
9411;175;DZA K0UH6
26424;175;NGI OB0FM
29967;175;DOA BMHDT
12853;176;DWR WPFE5
24453;176;POZ DJ6G6
25958;176;TSZ CCHH9
6075;178;TSA SFS7J
9370;178;PKS SM1FM
14699;178;PP 45L4G
22394;180;PGO 00G6O
4354;181;NPI J3BH6
19644;181;PRA 3RIR7
21093;181;DB FEONT
21740;181;NIL EC5M4
28273;181;DBL ESSMF
4661;182;PGO HEKUT
7049;182;DZG L2A99
8902;182;NOL H3B96
20443;182;PNT D2A57
11265;183;PJA T79D9
11181;184;DZL B1JWI
12830;184;DW 6DS97
878;186;TOS OSL1K
5215;186;DSW DE3OD
26602;186;TBU JL8NT
7693;187;NKE 95L3F
11853;187;PKE BEM6M
18951;187;DKA 8TSPR
2932;188;PKR HHLRG
5264;188;NEB U3K7G
12270;188;PCT 3414R
13946;188;TSZ KDHL7
12046;189;NO AEKKK
23807;190;DZG D8F08
21805;191;PO 6KN34
29503;191;DWR 12EC2
12076;192;DBL 7MH82
24193;192;NOL KGB3F
8808;193;DBA TP45B
12386;193;NBR LD8F7
14643;193;DLW 111R7
20710;193;PMI 0KI8I
27647;193;NGI 1EL20
21441;194;NPI 3M9T5
22693;194;DBL LB2KT
28316;194;TKN GA0DP
1316;195;NSZ LRSAO
4588;195;PSL E0R1O
8743;195;POB SI6T2
13511;195;DL IC85A
17590;195;TLW 0FN8J
18428;195;TBU T63W4
19767;195;NSZ TASBK
20676;195;NOL I6UJ7
3689;196;DLW ESJ8J
3736;197;DGR R6DBK
10773;197;DZA J53JE
3432;198;TKA 9W9HP
2656;199;TSA 0TR5R
29648;199;POT C0NKJ
11012;201;DDZ H94BM
21387;201;DLW 5KCWK
279;202;POZ 53OGL
1365;202;NBR W338P
6529;202;NGO A67FJ
18344;202;DBL 2CECD
23970;202;PSR CDRP3
29598;202;PCT LS5T4
4563;203;NDZ NK5T3
6471;203;POZ AMF8C
10790;203;DSW 5K0CF
14202;203;POB P8GHH
22275;203;PGN 504F9
21507;204;DWR WFLNN
3666;205;PP GAJE4
12321;205;TST 3M52H
14485;205;NSZ 9O593
17107;205;NDZ GTNR5
20781;205;PKS D69MH
25024;205;PSE I9KUA
8035;206;DWL 777OK
15521;206;TST LD76R
8074;207;NOL RB0KO
22103;207;TKI B9B0O
26199;207;POT 4CKJM
1689;208;DLB 436FH
27579;208;NBR WP989
470;209;PKN M5JCP
15172;209;DLB L1JGG
29378;209;PJA HHO2L
511;210;NWE 35I4C
3433;210;DWR TD8AP
5762;210;POS TNHRT
6090;210;POS FBTOD
18979;210;DWR 7MWNG
21759;210;TST C7A47
8037;212;DKA BR109
28398;212;DBL 91EE4
22985;213;PKO TELLT
7734;214;DST 2BJNG
26114;214;PKN NIP6W
5069;215;PSL 294AM
29166;215;PKL E7MJ7
5763;217;DWL HNG7E
16571;217;PKN E8M0K
20793;217;NLI SDPGR
23029;217;PL PC6GK
16067;218;PGS 7P6L0
25938;218;DLE 6OM5N
26456;218;PL JNMD5
3176;219;PKE 3GMOB
4704;219;DMI UPKLR
9446;219;PSE KKJ30
11740;219;NOS 2CAGT
24768;219;DB JI86N
3466;220;TOS F00FT
24819;220;NBA NDNT0
19087;221;NEB TSM8N
23527;221;PPL R5OST
28367;221;NO C3BBO
15222;222;DBA RG94F
26301;222;PKO J5HNE
9277;224;NNM HHN10
14519;224;NOE S9DW7
1243;225;DDZ MNLE4
5795;225;POB H476C
16717;225;NNM 86UOP
5639;226;NBA FD1ET
21143;227;NBA RP6KF
22303;227;PMI W037U
28766;227;TST HI0R5
5842;228;TOS MP8SO
13637;228;NO RBEUI
24267;228;DSW 43I1T
8132;229;TKN USHBR
23407;229;PPL IED3T
415;230;DOA F3OIH
15019;230;PKS 4GFAC
26463;231;PGS I64N5
727;233;PRA DPIDO
5618;233;PPL PSIK8
13776;234;DKA M3PK5
315;235;DJA U5P9N
12072;235;POT 1F3FJ
4676;236;PP AH65S
22487;237;NWE M24G3
28101;237;PKA 7MP9B
29151;237;NBR NF1K6
714;238;DGL KTW4C
2011;238;NNI 71BOB
3777;238;PKA 8OPEO
12084;238;DLB J0GG2
13132;238;DBL 25RHJ
21310;238;DLW 97628
1517;239;POZ WULAF
16294;239;DZG CC7WT
16314;239;TKN DWMWM
23865;239;POS R4B68
743;240;TOS MNA2R
1531;240;PJA I73OE
14145;240;DLU 1C9JO
14473;240;DTR O468N
18533;240;PCT W3WRN
1284;241;TLW EBRR8
3591;241;DBA T595D
7474;242;DGL 57NDA
14790;242;PCH L8S5L
24770;242;NEL U07WK
4899;243;NOE H8FDO
13844;243;DGR 504CL
13963;243;NWE 6TKIH
29082;243;PLE 1F8W4
1101;244;DOA CTR3W
5015;244;PKA C8KAW
6557;244;PJA D3SE5
18379;244;PKS 6PWRE
23412;244;DTR UE0FG
28315;244;PLE CCGFL
7046;246;DB DL7PT
10821;247;PKO DADJB
24514;247;PKE 250SJ
27414;247;POT WBMMS
28771;247;TOS 26H3D
2984;248;DWR B3TKE
26193;248;DOA ITGA8
6127;249;TOP SP56C
14809;249;DJE S378W
4469;250;NKE UGUMO
19571;250;NIL JUB4I
26123;250;TBU K0R73
6459;252;NNI GDIOE
1777;253;DGL 312J9
21299;253;POB NMLFR
1280;254;POZ 0NTL1
4615;254;DGL S7U0H
19167;254;DLB CGLGO
21508;254;DL HF3HB
28878;254;NBA 2WKEH
29662;254;PKO 2R190
3906;255;DPL 9J1II
5568;255;DST RWGR2
6584;255;DKA FK6WA
9074;255;DKL 3KED2
14445;255;NLI 8T5RB
17814;255;DZG 2TEDE
18287;255;DB SK3KL
21977;255;TSK 9WB08
25883;255;DKL JH7AF
4025;257;DW DC6WB
7160;257;TOS 9FCPL
13894;257;DBA W0919
20724;258;PRA OHJU8
7975;259;TKN 0P1HA
27759;259;NGI F3163
3923;260;DZG A0AKN
7715;260;NLI 965F7
14362;260;DSR 9R0SG
29436;260;NEL 3FD2U
3731;261;NIL 56DU5
22119;261;DLU OM1UL
25310;261;POS 7WMO3
9771;262;NMR SF658
12438;262;PP 5I3TD
14161;262;PSZ FL4FT
15413;262;TLW 95IG1
28492;262;TPI W7AR1
8654;263;NSZ 6UNK2
10154;263;TKN EDC3D
23729;263;DTR 4LB8C
4049;264;NIL 82OTF
5560;264;PKL TA4TU
15448;264;PNT IW10B
8097;265;POT KCEON
17362;265;NIL 201RS
29456;265;POZ 6PLS3
4697;266;NOS E53F2
14299;266;PKR 439NC
24423;266;PRA 4J4GO
16815;267;DLE M7G3U
22921;267;TLW GM1UF
134;268;DJA FUCCO
16746;268;TOS U71T6
20442;268;DL MS37A
24112;268;PPL LPNFF
254;269;NLI N42G3
1873;269;DPL 4FL2C
4991;269;DTR FLDLM
16871;270;PKO NJU94
20904;270;NDZ OMU2G
26352;270;PSR T1UNM
29541;270;DOL IPRI0
13664;271;PSL RN205
22125;271;POT FWHR1
22683;271;PSL 84CPO
13400;272;PO 6IPRT
2346;273;DLW P9K0S
9714;273;DLW 61IKJ
1375;274;NWE O1U2F
2210;274;NOS MLR85
5690;274;PSZ 6RE4U
21975;274;NGO 4UKL4
12686;275;DJE 738T4
17085;275;PKR 5FJTD
19241;275;NEB OH8MF
10026;276;PO GE04B
23670;276;TKI 68IE7
4887;277;TKI RTLT6
16857;277;NEL OT1JH
17622;277;DJA PPD6A
17957;277;PGO 2H3HI
24644;277;TOP IRB9K
26270;277;NBA OBDL3
6506;278;DWR 9RWKI
17211;278;TLW HP2TP
25752;278;PKL 9DKJW
16836;279;DOA 80O0C
29843;279;TST 3KIDU
7193;280;DMI 81N0M
16352;280;PO RDE6I
16445;280;DPL SO6GP
5578;281;NNI 8OEH0
8604;281;NDZ MKL4F
16941;281;NNM 6SC98
25880;281;DOL 18U9T
26643;281;PSL DGROG
2314;282;PSR 287RB
1555;283;DKL O8D9D
1800;283;TSZ TNIKO
9902;284;NLI MMOJK
23595;284;NNI 80CCL
14934;285;NEB 6GM2E
21718;285;PMI 23L0A
1784;286;DLB 6IE63
15551;286;PPL ECODT
24479;286;TOP BM1DA
13210;288;NMR LMLIP
17236;288;PSZ 9B5OU
19242;288;PP HPEL5
8537;289;PKS LOPOM
18995;289;NGI L22IH
18388;290;DGL IGH0H
20954;290;NWE 6HWSB
23087;290;TOP JE3I1
27908;290;DJE B4C7A
18633;291;TJE CARNJ
28836;291;PGS JWBAU
26262;292;PGS 12ITH
7705;293;NKE OP8JI
29278;293;PO 9E99J
10347;294;DZL LAT4K
19821;294;PKN I3LHB
20411;294;PGO 23FF4
21600;294;NGI EAMIG
24886;294;DLW UJN02
188;295;DLU FC0EF
4972;295;TSA KBTOO
22383;295;PKS 3UHIS
23802;295;POZ 1F8H2
117;296;NLI 89R6J
9586;296;TKA FG58A
13566;296;DWR PRCPJ
15315;296;DTR UP66D
15771;296;DW SIKEL
25367;296;NO BMWB2
9488;297;NBR 0M57T
4634;299;DZA TECB8
8553;299;POT 1UJD4
15807;299;PL 5FG3W
19891;299;TST UL8FR
1023;300;DJA ON4G3
6172;300;NEL FD2WG
13435;300;DSW KKKL9
14313;300;NIL GHNHR
25927;300;DJA RSO9E
5797;301;PL UH45P
10056;301;DLU 9NSJM
13040;301;TOS IBESP
16448;301;TSA LFNUL
2754;302;PCT DL97F
10843;302;DST W21AR
25497;302;TOP 3I0DA
6717;303;DJE 1CM72
19195;303;DZL 7EU13
19222;303;NGO FW3UN
23912;303;NDZ M7AJG
12278;304;PCT A6U66
16875;304;PSL HU2I5
29319;304;NNI OUFET
7907;305;DL LHHMA
27105;305;NDZ 79BAA
26094;306;PKA 37M0U
9856;307;NGI E29NC
20782;307;DLE LLN8I
20909;307;POS 7AC4L
25007;307;TST TEJHI
719;308;DJE HP4MS
18170;308;DWL E8625
27168;308;PL EMGT7
8542;309;DWL 13SPC
17962;309;DTR 1MRTF
26606;309;POB TS358
4106;310;NDZ 2RLS6
18738;310;TKN NMK6P
1100;311;NBA 5S45F
18254;311;DST D20MF
25288;311;PRA HPWFK
4880;312;NSZ 8RE1B
14361;312;NEB 62T0F
18439;312;DGL WSW8G
10679;313;NO KPN5E
11714;313;DBA J1OH9
371;314;DDZ KL8DA
16433;314;DWR SAGW3
25482;314;PPL NF6FW
29157;314;NDZ J7FR4
5337;315;TST SCEBE
7317;315;TKA 1DP4S
25600;315;TKI 0UGK6
10889;316;TKA G8S11
2415;317;DPL AE2HD
16401;317;NO 2U529
27013;317;TKN 8H17S
1908;318;DST JMAIR
17270;318;PO LTI15
25015;318;NMR R9DPO
16502;319;TKN E167K
18614;319;NLI 2BRL6
29938;319;PSL A3O4B
11165;320;TJE 08MRF
26413;320;PKN TBKF1
11034;321;TBU 35N9N
13796;321;TSA PJATG
16135;322;DZG DMC0P
24480;322;DZA HJ4H0
11124;323;DJE M34U9
7019;325;NWE MJTO3
27849;325;TSZ JRG2S
2081;326;NGO 0BUC4
15308;326;DLB 6D17R
22975;326;PCH B21M0
26812;326;DZL NBM2R
29676;326;POZ 6SG9I
8728;327;DSW EKBML
18497;327;DWR WUT6L
27522;327;NNI 8T0N6
28571;328;NEL URRBJ
3369;329;DLU B2FH9
24250;329;PCT AKO82
9354;330;PKO LREJP
14528;330;NLI RCJ7G
3504;331;PGN U5SGE
12540;331;NBR KS02T
18514;331;TBU 6OD78
19485;331;NBA S8A1O
5663;332;DWL 6BW45
3368;333;DZG RRKUR
12118;333;DLU 8KMB2
20090;333;NPI LTUHS
7686;334;TBU CFWIP
15749;334;DGR EW002
24972;334;DWL NM0WF
6890;335;PGS EBJLL
6984;335;PSE WIRKG
19187;335;PKO FHPG2
5556;336;POT 0B0TJ
8422;336;DZG LMGB0
9931;336;PSE GHS4C
20417;336;DW 6MLIO
25790;336;NDZ 68HCJ
28641;336;PKO FCO7P
340;337;DSR 1WUGE
829;337;PO E4C5J
20772;337;PSR 8GBTN
26384;337;DLU R87ON
21779;338;DJA T9JJ7
24988;338;DZG 5KW6S
27888;338;POS G7972
10887;339;PKL U858I
17822;339;NLI J0B5M
18227;339;PKS 3A26D
19718;339;NEB DC4C9
7583;340;DJE 21S0A
10975;341;DJA U1KTA
20424;341;DZL 4UT3H
26292;341;PKA 015K3
26977;342;TBU 2LH40
7879;343;NWE NNNUG
12455;344;POT OORST
12898;344;DSW GNEM1
18818;344;DTR M27S9
29636;344;DW L1UMA
16979;345;NWE S48OU
17933;345;NBR HBSD4
18222;345;DOA 1EC54
19171;345;PCT NGBDC
19799;345;PKL UCBRC
25924;345;TKA NWM7F
29623;345;PSR LO1S9
9230;346;DOL WCKL5
10084;347;PCT IGFT4
13508;347;DSR OHIHG
14673;347;PCT LSKPH
23072;347;NPI S885O
29956;347;NMR I8736
7503;348;NMR 4UJD5
18175;349;DOA FT347
16096;350;DSR L1CGK
16897;350;PP FNI3J
21207;350;PJA TWTAI
28448;350;PLE LWMCF
281;352;NNM 0KN73
11723;352;DST LSESF
13188;352;TOP 2WDCE
4440;353;DBA UU7NI
5712;353;TSZ W0U2S
12723;353;PRA I9FNE
27127;353;DSR O7L3D
15319;355;DWR HMRR7
5718;356;DLB E4C84
25731;356;DL 9E9P4
16656;357;PL G5JL6
19113;357;DLU DBLDR
15617;358;TKA D6SM4
17504;358;POS DRJDF
20279;358;NDZ 0125A
22217;358;PCT SPN6T
24400;358;NMR 5DMWN
28590;358;PPL B03NI
15765;359;NEL C1P99
18944;359;NEL EAS2E
25353;359;NGI BPB25
362;360;NWE 73GUC
7112;361;TSK OGW9L
16457;361;TSZ 7OR84
20501;361;PO ICMN4
8844;362;DPL FPGDP
14925;362;PKA IG2AC
2967;363;NGO D9P6L
5251;363;NIL 26MCM
9309;363;PNT JNTBB
19988;363;PKN 6TC4A
