72;skoda;vivaro;2801;58;2008;hybryda
73;toyota;voyager;1407;58;2007;hybryda
74;volkswagen;wrangler;1890;58;2013;hybryda
75;volvo;x_reihe;1572;58;2007;hybryda
76;alfa_romeo;xc_reihe;1305;58;2013;hybryda
77;audi;yaris;2351;58;2011;hybryda
78;bmw;yeti;2304;58;2005;hybryda
79;chrysler;z_reihe;2352;58;1999;hybryda
80;dacia;zafira;1142;58;2013;hybryda
81;fiat;laguna;1931;58;2002;hybryda
82;ford;lancer;2978;58;2010;hybryda
83;hyundai;legacy;1195;58;2012;hybryda
84;jaguar;leon;2494;58;2011;hybryda
85;jeep;lodgy;1207;58;2014;hybryda
86;kia;m_klasse;2052;58;2012;hybryda
87;land_rover;m_reihe;1135;58;2003;hybryda
88;mazda;megane;1813;58;2011;hybryda
89;mercedes_benz;meriva;2903;58;2008;hybryda
90;mini;mii;2232;58;2009;hybryda
91;mitsubishi;mondeo;1835;58;2001;hybryda
92;nissan;mustang;2078;58;2001;hybryda
93;opel;mx_reihe;2777;58;2005;hybryda
94;renault;navara;1098;58;2005;hybryda
95;rover;octavia;2176;58;2003;hybryda
96;seat;omega;1626;58;2011;hybryda
97;skoda;one;2810;58;2013;hybryda
98;toyota;outlander;1459;58;2000;hybryda
99;volkswagen;pajero;2190;58;2005;hybryda
100;volvo;passat;2502;58;2010;hybryda
101;alfa_romeo;phaeton;2372;58;2002;hybryda
102;audi;polo;2547;58;2010;hybryda
103;bmw;ptcruiser;2302;58;2001;hybryda
104;chrysler;punto;2779;58;2007;hybryda
105;dacia;q4;1437;60;2003;hybryda
106;fiat;q6;2875;60;2012;hybryda
107;ford;q8;1083;60;2009;hybryda
108;hyundai;qashqai;2789;60;2001;hybryda
109;jaguar;range_rover;2179;60;2000;hybryda
110;jeep;range_rover_evoque;2436;60;2007;hybryda
111;kia;range_rover_sport;2932;60;2016;hybryda
112;land_rover;rangerover;1109;60;2004;hybryda
113;mazda;rav;2413;60;2010;hybryda
114;mercedes_benz;rio;1126;60;2008;hybryda
115;mini;roadster;2603;60;2003;hybryda
116;mitsubishi;rx_reihe;2621;60;2016;hybryda
117;nissan;s_classe;2178;60;2014;hybryda
118;opel;s_max;2739;60;2002;hybryda
119;renault;s_type;1433;60;2015;hybryda
120;rover;s61;2081;60;2006;hybryda
121;seat;santa;1970;60;2013;hybryda
122;skoda;scenic;2269;60;2011;hybryda
123;toyota;scirocco;1158;60;2009;hybryda
124;volkswagen;serie_3;1747;60;1999;hybryda
125;volvo;serie_4;2368;60;2016;hybryda
126;alfa_romeo;sharan;2335;60;2010;hybryda
127;audi;sl;2374;60;2014;hybryda
128;bmw;slk;2177;60;2013;hybryda
129;chrysler;sorento;2795;60;2009;hybryda
130;dacia;spider;1563;60;2014;hybryda
131;fiat;sportage;1679;60;2006;hybryda
132;ford;sprinter;2166;60;2012;hybryda
133;hyundai;superb;1110;60;2007;hybryda
134;jaguar;swift;2982;60;2009;hybryda
135;jeep;tiguan;1945;60;2003;hybryda
136;kia;touareg;1548;60;2012;hybryda
137;land_rover;touran;2856;60;2005;hybryda
138;mazda;transit;2029;60;2013;hybryda
139;mercedes_benz;transporter;1336;60;2014;hybryda
140;mini;tt;2035;60;2006;hybryda
141;mitsubishi;tucson;1464;60;2004;hybryda
142;nissan;up;1267;60;2013;hybryda
143;opel;v_klasse;2144;60;2011;hybryda
144;renault;v41;2877;60;2015;hybryda
145;rover;v51;1393;60;2005;hybryda
146;seat;v61;1747;60;2015;hybryda
147;skoda;v71;2497;60;2015;hybryda
148;toyota;vectra;2572;60;2002;hybryda
149;volkswagen;verso;1486;60;2000;hybryda
150;volvo;viano;2931;60;2013;hybryda
151;alfa_romeo;vito;1653;60;2010;hybryda
152;audi;vivaro;2456;60;2015;hybryda
153;bmw;voyager;2200;60;2008;hybryda
154;chrysler;wrangler;1812;60;2002;hybryda
155;dacia;x_reihe;1203;60;2016;hybryda
156;fiat;xc_reihe;1567;60;2008;hybryda
157;ford;yaris;1147;60;2014;hybryda
158;hyundai;yeti;2577;60;2013;hybryda
159;jaguar;z_reihe;2745;60;2005;hybryda
160;jeep;zafira;2942;60;2006;hybryda
161;kia;laguna;1140;60;2010;hybryda
162;land_rover;lancer;1423;60;2012;hybryda
163;mazda;legacy;2108;60;2002;hybryda
164;mercedes_benz;leon;1251;60;2000;hybryda
165;mini;lodgy;1405;60;2005;hybryda
166;mitsubishi;m_klasse;1053;60;2006;hybryda
167;nissan;m_reihe;1799;60;2013;hybryda
168;opel;megane;1260;60;2011;hybryda
169;renault;meriva;2082;60;2003;hybryda
170;rover;mii;2135;60;2010;hybryda
171;seat;mondeo;2296;60;2000;hybryda
172;skoda;mustang;2547;60;2008;hybryda
173;toyota;mx_reihe;2402;60;2007;hybryda
174;volkswagen;navara;1439;60;2013;hybryda
175;volvo;octavia;2423;60;2007;hybryda
176;alfa_romeo;omega;2796;60;2013;hybryda
177;audi;one;2187;60;2011;hybryda
178;bmw;outlander;1920;60;2005;hybryda
179;chrysler;pajero;2368;60;1999;hybryda
180;dacia;passat;2673;60;2013;hybryda
181;fiat;phaeton;1851;60;2002;hybryda
182;ford;polo;1021;60;2010;hybryda
183;hyundai;ptcruiser;2129;60;2012;hybryda
184;jaguar;punto;1050;60;2011;hybryda
185;jeep;q4;1833;60;2014;hybryda
186;kia;q6;2332;60;2012;hybryda
187;land_rover;q8;1618;60;2003;hybryda
188;mazda;qashqai;1980;60;2011;hybryda
189;mercedes_benz;range_rover;1909;60;2008;hybryda
190;mini;range_rover_evoque;1362;60;2009;hybryda
191;mitsubishi;range_rover_sport;1922;60;2001;hybryda
192;nissan;rangerover;2049;60;2001;hybryda
193;opel;rav;1786;60;2005;hybryda
194;renault;rio;1030;60;2005;hybryda
195;rover;roadster;2300;60;2003;hybryda
196;seat;rx_reihe;2191;60;2011;hybryda
197;skoda;s_classe;1084;60;2013;hybryda
198;toyota;s_max;1098;60;2000;hybryda
199;volkswagen;s_type;2452;60;2005;hybryda
200;volvo;s61;2166;60;2010;hybryda
201;alfa_romeo;santa;2234;61;2002;hybryda
202;audi;scenic;1747;61;2010;hybryda
203;bmw;scirocco;1712;62;2001;hybryda
204;chrysler;serie_3;1636;62;2007;hybryda
205;dacia;serie_4;2187;63;2003;hybryda
206;fiat;sharan;1135;64;2012;hybryda
207;ford;sl;1432;64;2009;hybryda
208;hyundai;slk;1374;64;2001;hybryda
209;jaguar;sorento;2056;64;2000;hybryda
210;jeep;spider;2800;64;2007;hybryda
211;kia;sportage;1046;64;2016;hybryda
212;land_rover;sprinter;2907;64;2004;hybryda
213;mazda;superb;2822;64;2010;hybryda
214;mercedes_benz;swift;2176;64;2008;hybryda
215;mini;tiguan;2958;64;2003;hybryda
216;mitsubishi;touareg;1654;64;2016;hybryda
217;nissan;touran;1508;64;2014;hybryda
218;opel;transit;1575;64;2002;hybryda
219;renault;transporter;2635;64;2015;hybryda
220;rover;tt;2417;64;2006;hybryda
221;seat;tucson;1938;64;2013;hybryda
222;skoda;up;1557;64;2011;hybryda
223;toyota;v_klasse;1466;64;2009;hybryda
224;volkswagen;v41;2724;64;1999;hybryda
225;volvo;v51;1588;64;2016;hybryda
226;alfa_romeo;v61;2766;64;2010;hybryda
227;audi;v71;1915;65;2014;hybryda
228;bmw;vectra;1672;65;2013;hybryda
229;chrysler;verso;2865;65;2009;hybryda
230;dacia;viano;1366;65;2014;hybryda
231;fiat;vito;2839;65;2006;hybryda
232;ford;vivaro;2099;65;2012;hybryda
233;hyundai;voyager;2114;65;2007;hybryda
234;jaguar;wrangler;1551;65;2009;hybryda
235;jeep;x_reihe;2735;65;2003;hybryda
236;kia;xc_reihe;1301;65;2012;hybryda
237;land_rover;yaris;1687;65;2005;hybryda
238;mazda;yeti;1166;65;2013;hybryda
239;mercedes_benz;z_reihe;1675;65;2014;hybryda
240;mini;zafira;2743;65;2006;hybryda
241;mitsubishi;laguna;2967;65;2004;hybryda
242;nissan;lancer;1722;65;2013;hybryda
243;opel;legacy;2650;65;2011;hybryda
244;renault;leon;2788;65;2015;hybryda
245;rover;lodgy;2899;65;2005;hybryda
246;seat;m_klasse;2608;65;2015;hybryda
247;skoda;m_reihe;1442;65;2015;hybryda
248;toyota;megane;1406;65;2002;hybryda
249;volkswagen;meriva;1183;65;2000;hybryda
250;volvo;mii;1077;65;2013;hybryda
251;alfa_romeo;mondeo;2824;65;2010;hybryda
252;audi;mustang;2121;65;2015;hybryda
253;bmw;mx_reihe;1634;65;2008;hybryda
254;chrysler;navara;1289;65;2002;hybryda
255;dacia;octavia;1845;65;2016;hybryda
256;fiat;omega;2223;65;2008;hybryda
257;ford;one;1055;65;2014;hybryda
258;hyundai;outlander;2760;65;2013;hybryda
259;jaguar;pajero;2895;65;2005;hybryda
260;jeep;passat;2920;65;2006;hybryda
261;kia;phaeton;1126;65;2010;hybryda
262;land_rover;polo;2734;65;2012;hybryda
263;mazda;ptcruiser;2018;65;2002;hybryda
264;mercedes_benz;punto;2241;65;2000;hybryda
265;mini;q4;1284;65;2005;hybryda
266;mitsubishi;q6;1753;65;2006;hybryda
267;nissan;q8;2542;65;2013;hybryda
268;opel;qashqai;1971;65;2011;hybryda
269;renault;range_rover;1919;65;2003;hybryda
270;rover;range_rover_evoque;1217;65;2010;hybryda
271;seat;range_rover_sport;1714;65;2000;hybryda
272;skoda;rangerover;1886;66;2008;hybryda
273;toyota;rav;1940;67;2007;hybryda
274;volkswagen;rio;1364;67;2013;hybryda
275;volvo;roadster;1673;67;2007;hybryda
276;alfa_romeo;rx_reihe;1838;67;2013;hybryda
277;audi;s_classe;2972;67;2011;hybryda
278;bmw;s_max;2116;67;2005;hybryda
279;chrysler;s_type;2244;67;1999;hybryda
280;dacia;s61;1154;67;2013;hybryda
281;fiat;santa;2193;67;2002;hybryda
282;ford;scenic;2067;67;2010;hybryda
283;hyundai;scirocco;2275;67;2012;hybryda
284;jaguar;serie_3;2827;67;2011;hybryda
285;jeep;serie_4;2356;67;2014;hybryda
286;kia;sharan;1120;67;2012;hybryda
287;land_rover;sl;2050;67;2003;hybryda
288;mazda;slk;2412;67;2011;hybryda
289;mercedes_benz;sorento;2880;67;2008;hybryda
290;mini;spider;1944;68;2009;hybryda
291;mitsubishi;sportage;2332;68;2001;hybryda
292;nissan;sprinter;1006;68;2001;hybryda
293;opel;superb;1677;68;2005;hybryda
294;renault;swift;1349;68;2005;hybryda
295;rover;tiguan;2247;68;2003;hybryda
296;seat;touareg;1962;68;2011;hybryda
297;skoda;touran;2103;68;2013;hybryda
298;toyota;transit;1789;68;2000;hybryda
299;volkswagen;transporter;2933;68;2005;hybryda
300;volvo;tt;1021;68;2010;hybryda
301;alfa_romeo;tucson;2007;68;2002;hybryda
302;audi;up;1647;68;2010;hybryda
303;bmw;v_klasse;1908;69;2001;hybryda
304;chrysler;v41;2947;69;2007;hybryda
305;dacia;v51;2011;69;2003;hybryda
306;fiat;v61;2581;69;2012;hybryda
307;ford;v71;1784;69;2009;hybryda
308;hyundai;vectra;1982;69;2001;hybryda
309;jaguar;verso;1696;69;2000;hybryda
310;jeep;viano;1028;69;2007;hybryda
311;kia;vito;2136;69;2016;hybryda
312;land_rover;vivaro;2889;69;2004;hybryda
313;mazda;voyager;2096;69;2010;hybryda
314;mercedes_benz;wrangler;1411;69;2008;hybryda
315;mini;x_reihe;2716;69;2003;hybryda
316;mitsubishi;xc_reihe;1452;69;2016;hybryda
317;nissan;yaris;1532;69;2014;hybryda
318;opel;yeti;1766;69;2002;hybryda
319;renault;z_reihe;2864;69;2015;hybryda
320;rover;zafira;1411;69;2006;hybryda
321;seat;laguna;2710;69;2013;hybryda
322;skoda;lancer;2195;69;2011;hybryda
323;toyota;legacy;1418;69;2009;hybryda
324;volkswagen;leon;1387;69;1999;hybryda
325;volvo;lodgy;2545;69;2016;hybryda
326;alfa_romeo;m_klasse;2666;69;2010;hybryda
327;audi;m_reihe;2350;69;2014;hybryda
328;bmw;megane;1647;69;2013;hybryda
329;chrysler;meriva;1454;69;2009;hybryda
330;dacia;mii;2282;69;2014;hybryda
331;fiat;mondeo;1669;69;2006;hybryda
332;ford;mustang;2462;69;2012;hybryda
333;hyundai;mx_reihe;2929;69;2007;hybryda
334;jaguar;navara;2577;69;2009;hybryda
335;jeep;octavia;2408;69;2003;hybryda
336;kia;omega;1940;69;2012;hybryda
337;land_rover;one;2158;69;2005;hybryda
338;mazda;outlander;1192;69;2013;hybryda
339;mercedes_benz;pajero;2922;69;2014;hybryda
340;mini;passat;2854;69;2006;hybryda
341;mitsubishi;phaeton;1220;69;2004;hybryda
342;nissan;polo;2058;69;2013;hybryda
343;opel;ptcruiser;2743;69;2011;hybryda
344;renault;punto;2317;69;2015;hybryda
345;rover;q4;2470;69;2005;hybryda
346;seat;q6;2459;69;2015;hybryda
347;skoda;q8;2769;69;2015;hybryda
348;toyota;qashqai;1001;69;2002;hybryda
349;volkswagen;range_rover;1224;69;2000;hybryda
350;volvo;range_rover_evoque;2632;69;2013;hybryda
351;alfa_romeo;range_rover_sport;1413;69;2010;hybryda
352;audi;rangerover;2935;69;2015;hybryda
353;bmw;rav;1826;69;2008;hybryda
354;chrysler;rio;1831;69;2002;hybryda
355;dacia;roadster;1322;69;2016;hybryda
356;fiat;rx_reihe;1371;69;2008;hybryda
357;ford;s_classe;1496;69;2014;hybryda
358;hyundai;s_max;2672;69;2013;hybryda
359;jaguar;s_type;2018;69;2005;hybryda
360;jeep;s61;1951;69;2006;hybryda
361;kia;santa;1954;69;2010;hybryda
362;land_rover;scenic;2687;69;2012;hybryda
363;mazda;scirocco;1412;69;2002;hybryda
364;mercedes_benz;serie_3;1883;69;2000;hybryda
365;mini;serie_4;2264;70;2005;hybryda
366;mitsubishi;sharan;2821;70;2006;hybryda
367;nissan;sl;2823;70;2013;hybryda
368;opel;slk;1421;72;2011;hybryda
369;renault;sorento;1012;72;2003;hybryda
370;rover;spider;2745;72;2010;hybryda
371;seat;sportage;1275;72;2000;hybryda
372;skoda;sprinter;1233;72;2008;hybryda
373;toyota;superb;1802;72;2007;hybryda
374;volkswagen;swift;1018;74;2013;hybryda
375;volvo;tiguan;2550;75;2007;hybryda
376;alfa_romeo;touareg;1272;75;2013;hybryda
377;audi;touran;2478;75;2011;hybryda
378;bmw;transit;2318;75;2005;hybryda
379;chrysler;transporter;1273;75;1999;hybryda
380;dacia;tt;2702;75;2013;hybryda
381;fiat;tucson;1950;75;2002;hybryda
382;ford;up;1686;75;2010;hybryda
383;hyundai;v_klasse;2637;75;2012;hybryda
384;jaguar;v41;2776;75;2011;hybryda
385;jeep;v51;2518;75;2014;hybryda
386;kia;v61;2959;75;2012;hybryda
387;land_rover;v71;1147;75;2003;hybryda
388;mazda;vectra;1014;75;2011;hybryda
389;mercedes_benz;verso;2631;75;2008;hybryda
390;mini;viano;2165;75;2009;hybryda
391;mitsubishi;vito;1966;75;2001;hybryda
392;nissan;vivaro;1584;75;2001;hybryda
393;opel;voyager;1852;75;2005;hybryda
394;renault;wrangler;2378;75;2005;hybryda
395;rover;x_reihe;2468;75;2003;hybryda
396;seat;xc_reihe;1115;75;2011;hybryda
397;skoda;yaris;2198;75;2013;hybryda
398;toyota;yeti;2290;75;2000;hybryda
399;volkswagen;z_reihe;1537;75;2005;hybryda
400;volvo;zafira;2211;75;2010;hybryda
401;alfa_romeo;laguna;2035;75;2002;hybryda
402;audi;lancer;1813;75;2010;hybryda
403;bmw;legacy;2444;75;2001;hybryda
404;chrysler;leon;2837;75;2007;hybryda
405;dacia;lodgy;1831;75;2003;hybryda
406;fiat;m_klasse;1994;75;2012;hybryda
407;ford;m_reihe;1109;75;2009;hybryda
408;hyundai;megane;1308;75;2001;hybryda
409;jaguar;meriva;1311;75;2000;hybryda
410;jeep;mii;1382;75;2007;hybryda
411;kia;mondeo;1010;75;2016;hybryda
412;land_rover;mustang;2262;75;2004;hybryda
413;mazda;mx_reihe;2069;75;2010;hybryda
414;mercedes_benz;navara;2647;75;2008;hybryda
415;mini;octavia;2038;75;2003;hybryda
416;mitsubishi;omega;1587;75;2016;hybryda
417;nissan;one;2606;75;2014;hybryda
418;opel;outlander;2185;75;2002;hybryda
419;renault;pajero;1601;75;2015;hybryda
420;rover;passat;2236;75;2006;hybryda
421;seat;phaeton;1349;75;2013;hybryda
422;skoda;polo;2567;75;2011;hybryda
423;toyota;ptcruiser;2821;75;2009;hybryda
424;volkswagen;punto;2202;75;1999;hybryda
425;volvo;q4;1945;75;2016;hybryda
426;alfa_romeo;q6;2288;75;2010;hybryda
427;audi;q8;2318;75;2014;hybryda
428;bmw;qashqai;1143;75;2013;hybryda
429;chrysler;range_rover;1578;75;2009;hybryda
430;dacia;range_rover_evoque;2855;75;2014;hybryda
431;fiat;range_rover_sport;2354;75;2006;hybryda
432;ford;rangerover;2614;75;2012;hybryda
433;hyundai;rav;1667;75;2007;hybryda
434;jaguar;rio;1798;75;2009;hybryda
435;jeep;roadster;2450;75;2003;hybryda
436;kia;rx_reihe;2499;75;2012;hybryda
437;land_rover;s_classe;2793;75;2005;hybryda
438;mazda;s_max;2559;75;2013;hybryda
439;mercedes_benz;s_type;2807;75;2014;hybryda
440;mini;s61;1104;75;2006;hybryda
441;mitsubishi;santa;2942;75;2004;hybryda
442;nissan;scenic;2818;75;2013;hybryda
443;opel;scirocco;2366;75;2011;hybryda
444;renault;serie_3;2011;75;2015;hybryda
445;rover;serie_4;2464;75;2005;hybryda
446;seat;sharan;1403;75;2015;hybryda
447;skoda;sl;2598;75;2015;hybryda
448;toyota;slk;2069;75;2002;hybryda
449;volkswagen;sorento;2588;75;2000;hybryda
450;volvo;spider;1199;75;2013;hybryda
451;alfa_romeo;sportage;1305;75;2010;hybryda
452;audi;sprinter;2938;75;2015;hybryda
453;bmw;superb;2767;75;2008;hybryda
454;chrysler;swift;1126;75;2002;hybryda
455;dacia;tiguan;2139;75;2016;hybryda
456;fiat;touareg;1711;75;2008;hybryda
457;ford;touran;2415;75;2014;hybryda
458;hyundai;transit;1456;75;2013;hybryda
459;jaguar;transporter;1854;75;2005;hybryda
460;jeep;tt;2993;75;2006;hybryda
461;kia;tucson;1311;75;2010;hybryda
462;land_rover;up;1208;75;2012;hybryda
463;mazda;v_klasse;2607;75;2002;hybryda
464;mercedes_benz;v41;1979;75;2000;hybryda
465;mini;v51;2007;75;2005;hybryda
466;mitsubishi;v61;2057;75;2006;hybryda
467;nissan;v71;1478;75;2013;hybryda
468;opel;vectra;1799;75;2011;hybryda
469;renault;verso;1615;75;2003;hybryda
470;rover;viano;1284;75;2010;hybryda
471;seat;vito;1903;75;2000;hybryda
472;skoda;vivaro;1557;75;2008;hybryda
473;toyota;voyager;1101;75;2007;hybryda
474;volkswagen;wrangler;1268;75;2013;hybryda
475;volvo;x_reihe;2569;75;2007;hybryda
476;alfa_romeo;xc_reihe;2566;75;2013;hybryda
477;audi;yaris;1671;75;2011;hybryda
478;bmw;yeti;2166;75;2005;hybryda
479;chrysler;z_reihe;1635;75;1999;hybryda
480;dacia;zafira;1259;75;2013;hybryda
481;fiat;laguna;2366;76;2002;hybryda
482;ford;lancer;1940;76;2010;hybryda
483;hyundai;legacy;1196;76;2012;hybryda
484;jaguar;leon;2132;76;2011;hybryda
485;jeep;lodgy;2066;76;2014;hybryda
486;kia;m_klasse;2336;76;2012;hybryda
487;land_rover;m_reihe;2843;76;2003;hybryda
488;mazda;megane;1480;76;2011;hybryda
489;mercedes_benz;meriva;2793;77;2008;hybryda
490;mini;mii;1697;77;2009;hybryda
491;mitsubishi;mondeo;1473;77;2001;hybryda
492;nissan;mustang;1104;77;2001;hybryda
493;opel;mx_reihe;1905;77;2005;hybryda
494;renault;navara;1080;77;2005;hybryda
495;rover;octavia;2083;77;2003;hybryda
496;seat;omega;2912;77;2011;hybryda
497;skoda;one;2137;77;2013;hybryda
498;toyota;outlander;2561;77;2000;hybryda
499;volkswagen;pajero;1711;77;2005;hybryda
500;volvo;passat;2753;77;2010;hybryda
501;alfa_romeo;phaeton;2846;78;2002;hybryda
502;audi;polo;2614;80;2010;hybryda
503;bmw;ptcruiser;1309;80;2001;hybryda
504;chrysler;punto;2948;80;2007;hybryda
505;dacia;q4;2883;80;2003;hybryda
506;fiat;q6;2878;80;2012;hybryda
507;ford;q8;2514;80;2009;hybryda
508;hyundai;qashqai;1554;80;2001;hybryda
509;jaguar;range_rover;2044;80;2000;hybryda
510;jeep;range_rover_evoque;1148;80;2007;hybryda
511;kia;range_rover_sport;1813;80;2016;hybryda
512;land_rover;rangerover;1409;80;2004;hybryda
513;mazda;rav;2089;80;2010;hybryda
514;mercedes_benz;rio;2010;80;2008;hybryda
515;mini;roadster;2541;80;2003;hybryda
516;mitsubishi;rx_reihe;1155;80;2016;hybryda
517;nissan;s_classe;1345;80;2014;hybryda
518;opel;s_max;2384;80;2002;hybryda
519;renault;s_type;1636;80;2015;hybryda
520;rover;s61;1137;80;2006;hybryda
521;seat;santa;1080;80;2013;hybryda
522;skoda;scenic;2110;80;2011;hybryda
523;toyota;scirocco;1241;80;2009;hybryda
524;volkswagen;serie_3;1986;80;1999;hybryda
525;volvo;serie_4;2190;80;2016;hybryda
526;alfa_romeo;sharan;2325;80;2010;hybryda
527;audi;sl;1898;80;2014;hybryda
528;bmw;slk;1326;80;2013;hybryda
529;chrysler;sorento;1886;80;2009;hybryda
530;dacia;spider;2609;80;2014;hybryda
531;fiat;sportage;1078;80;2006;hybryda
532;ford;sprinter;1732;80;2012;hybryda
533;hyundai;superb;2222;80;2007;hybryda
534;jaguar;swift;1387;80;2009;hybryda
535;jeep;tiguan;1680;80;2003;hybryda
536;kia;touareg;2105;80;2012;hybryda
537;land_rover;touran;1265;80;2005;hybryda
538;mazda;transit;1193;80;2013;hybryda
539;mercedes_benz;transporter;2659;80;2014;hybryda
540;mini;tt;2309;80;2006;hybryda
541;mitsubishi;tucson;1341;80;2004;hybryda
542;nissan;up;1471;80;2013;hybryda
543;opel;v_klasse;2719;81;2011;hybryda
544;renault;v41;2431;82;2015;hybryda
545;rover;v51;2481;82;2005;hybryda
546;seat;v61;2260;82;2015;hybryda
547;skoda;v71;2586;82;2015;hybryda
548;toyota;vectra;2827;82;2002;hybryda
549;volkswagen;verso;1643;82;2000;hybryda
550;volvo;viano;1221;82;2013;hybryda
551;alfa_romeo;vito;2965;82;2010;hybryda
552;audi;vivaro;1723;82;2015;hybryda
553;bmw;voyager;2331;82;2008;hybryda
554;chrysler;wrangler;1205;82;2002;hybryda
555;dacia;x_reihe;2709;82;2016;hybryda
556;fiat;xc_reihe;1520;82;2008;hybryda
557;ford;yaris;2531;82;2014;hybryda
558;hyundai;yeti;1606;82;2013;hybryda
559;jaguar;z_reihe;1846;82;2005;hybryda
560;jeep;zafira;1417;83;2006;hybryda
561;kia;laguna;1215;83;2010;hybryda
562;land_rover;lancer;1924;84;2012;hybryda
563;mazda;legacy;2149;84;2002;hybryda
564;mercedes_benz;leon;2438;84;2000;hybryda
565;mini;lodgy;2312;84;2005;hybryda
566;mitsubishi;m_klasse;2829;84;2006;hybryda
567;nissan;m_reihe;1542;84;2013;hybryda
568;opel;megane;2577;84;2011;hybryda
569;renault;meriva;1022;85;2003;hybryda
570;rover;mii;1200;86;2010;hybryda
571;seat;mondeo;1886;86;2000;hybryda
572;skoda;mustang;1363;86;2008;hybryda
573;toyota;mx_reihe;1671;86;2007;hybryda
574;volkswagen;navara;1604;86;2013;hybryda
575;volvo;octavia;2794;86;2007;hybryda
576;alfa_romeo;omega;1152;86;2013;hybryda
577;audi;one;2865;86;2011;hybryda
578;bmw;outlander;2380;86;2005;hybryda
579;chrysler;pajero;2979;86;1999;hybryda
580;dacia;passat;1507;86;2013;hybryda
581;fiat;phaeton;2601;86;2002;hybryda
582;ford;polo;2943;86;2010;hybryda
583;hyundai;ptcruiser;2230;86;2012;hybryda
584;jaguar;punto;1931;86;2011;hybryda
585;jeep;q4;1148;86;2014;hybryda
586;kia;q6;1939;86;2012;hybryda
587;land_rover;q8;2451;86;2003;hybryda
588;mazda;qashqai;2680;86;2011;hybryda
589;mercedes_benz;range_rover;2546;86;2008;hybryda
590;mini;range_rover_evoque;1297;86;2009;hybryda
591;mitsubishi;range_rover_sport;1096;86;2001;hybryda
592;nissan;rangerover;2761;86;2001;hybryda
593;opel;rav;2221;86;2005;hybryda
594;renault;rio;2246;86;2005;hybryda
595;rover;roadster;2198;86;2003;hybryda
